,col1,col2,col3
47,官方：36岁拉莫斯宣布从西班牙国家队退役,2月24日，拉莫斯通过社交媒体宣布，正式从西班牙国家队退役。36岁的拉莫斯，代表西班牙国家队出战180场，贡献23粒进球，夺得了1次世界杯冠军（2010），2次欧洲杯冠军（2008、2012）。（Cinderella）,足球
48,欧联杯-迪巴拉贝洛蒂破门 罗马总比分2-1进16强,2月24日凌晨4点，欧联杯附加赛第二回合，罗马在主场2-0战胜萨尔斯堡红牛，总比分2-1晋级16强。第33分钟，斯皮纳佐拉左路下底传中，皮球打在防守球员身上折射，贝洛蒂包抄头球冲顶入网，罗马1-0萨尔茨堡红牛第39分钟，斯皮纳佐拉左路突破传中，迪巴拉禁区内凌空推射得手，罗马2-0萨尔茨堡红牛！罗马首发：1-帕特里西奥，23-曼奇尼，3-伊巴涅斯，6-斯莫林，59-扎莱夫斯基（80’2-卡尔斯多普），37-斯皮纳佐拉，4-克里斯坦特，8-马蒂奇，21-迪巴拉（92’92-沙拉维），7-佩莱格里尼（80’25-维纳尔杜姆），11-贝洛蒂（86’9-亚伯拉罕）萨尔茨堡红牛首发：18-库恩，17-乌尔默，22-索勒，95-贝尔纳多，70-阿马尔（74’2-范德布雷普特），27-杜亚斯，13-赛沃尔德（74’37-格罗克），7-卡帕多（83’20-科伊塔），14-卡耶尔加德（45’21-苏西奇），77-奥卡福，9-阿达木（73’30-本杰明）（Cinderella）,足球
49,欧联-安东尼破门莱万点射 曼联总比分4-3巴萨晋级,2月24日凌晨4：00，欧联淘汰赛附加赛第二回合，曼联主场2-1巴萨，总比分以4-3晋级欧联杯16强。第16分钟，巴萨边路传中，禁区内B费拉倒了巴尔德，裁判果断吹罚点球。莱万主罚点球，右脚射门打向右侧，德赫亚碰到皮球可惜没有扑出，巴萨1-0曼联！第47分钟，曼联左路发起进攻，B费得球后禁区前沿横传，中路弗雷德直接跟上右脚推射死角破门，曼联1-1巴萨！第73分钟，曼联后场利马长传发起进攻，B费得球后横传加纳乔，后者射门被封出，安东尼禁区右侧直接不停球左脚抽射破门得分！曼联2-1巴萨。曼联首发：1-德赫亚、29-万-比萨卡（66’20-达洛特）、19-瓦拉内、6-利桑德罗、23-卢克-肖、17-弗雷德、18-卡塞米罗、8-B费、25-桑乔（66’49-加纳乔）、27-韦霍斯特（46’21-安东尼）、10-拉什福德（88’39-麦克托米奈）巴萨首发：1-特尔施特根、23-孔德、4-阿劳霍（81’17-马科斯-阿隆索）、15-克里斯滕森、28-巴尔德、5-布斯克茨、21-德容、19-凯西、20-罗贝托（70’11-费兰-托雷斯）、22-拉菲尼亚（75’10-法蒂）、9-莱万（Cinderella）,足球
50,欧联-迪马利亚帽子戏法+世界波 尤文总分4-1晋级,北京时间2月24日凌晨1时45分，欧联淘汰赛附加赛次回合，尤文图斯3-0战胜南特，总比分4-1晋级。第5分钟，迪马利亚接应法乔利的斜塞，在禁区右侧边缘迎球兜射，皮球划出一道美妙的弧线窜入左上角网窝，尤文1-0领先。第17分钟，迪马利亚禁区右侧拿球，突破到底线前，过掉门将再脚后跟打门，球打在帕洛伊斯的手臂上，红点套餐，迪马利亚一蹴而就，2-0。第78分钟，弗拉霍维奇挑传，球被挡一下到了后点，迪马利亚跟进小角度头球攻门，门将把球扑出，主裁判示意皮球已经整体越过门线，进球有效，3-0。南特首发：1-拉冯、3-吉罗托、4-帕洛伊斯、21-卡斯特列托、28-桑通兹、5-奇里维拉（24’93-查尔斯-特劳雷）、10-布拉斯、17-穆萨-西索科（46’8-穆图萨米）、25-莫莱（73’7-格斯桑德）、27-摩西-西蒙（73’31-穆斯塔法-穆罕默德）、99-德洛尔（46’14-加纳戈）尤文首发：1-什琴斯尼、2-德西利奥（65’11-夸德拉多）、3-布雷默、5-洛卡特利、6-达尼洛（82’19-博努奇）、12-桑德罗、17-科斯蒂奇（83’43-伊林）、25-拉比奥特、44-法乔利、18-莫伊塞-基恩（64’9-弗拉霍维奇）、22-迪马利亚（82’32-帕雷德斯）（Cinderella）,足球
51,C罗穿起阿拉伯服饰手拿弯刀 帅气和杀气都有了,利雅得胜利官推更新照片，俱乐部为庆祝沙特建国纪念日，在队内举行了活动。主教练鲁迪-加西亚和C罗等球员都穿上了沙特传统服饰来参加活动。 （cby）,足球
52,记者称巴萨与梅西父亲会面 哈维：巴萨是梅西的家,加泰电台记者普拉德斯称：巴萨方面与梅西父亲进行了会面，但封锁了消息，以免外界过多猜测。不排除梅西一方希望保留与巴萨的某种可能性，同时在续约谈判过程中给巴黎施压。巴萨主帅哈维则说：我说过，巴萨是梅西的家，永远对他敞开大门。梅西是我的朋友，我们一直有联系。是否回巴萨，梅西自己决定。（cby）,足球
53,瓜帅零换人解释过于苍白？数据昭示曼城表现真相,曼城与莱比锡1比1战平，瓜迪奥拉全场没换一个人，他解释说是因为觉得全队踢得不错，但实际情况如何？数据：上半场：曼城控制着比赛，控球率74%，对手射门1次，曼城进球领先；下半场：曼城控球率下降至49.2%，对手射门增至6次，曼城被追平；曼城下半场真的踢得好吗？真到了不需要换人的地步？（cby）,足球
54,卢卡库回归上演绝杀：很高兴能再次帮助球队,欧冠国际米兰1比0胜波尔图，卢卡库最后时刻绝杀。本场卢卡库替补出战32分钟，4次射门2次射正，攻入绝杀进球，传球成功率75%，2次关键传球，1次抢断。赛后，卢卡库表示：“在那么久的伤病之后，很高兴能够再次出场，也很高兴能够帮助球队取得胜利。”（cby）,足球
55,瓜迪奥拉解释零换人：我对球队的表现很满意,欧冠1/8决赛首回合，曼城客场1比1战平莱比锡，值得一提的是，瓜迪奥拉本场让11名首发球员打满了全场，没有1次换人。对此，瓜帅的解释是：“我对球队的表现很满意，丢球后我一度打算换上福登，但很快我们又夺回了比赛控制权。在当时的局面下，加强控制很重要，所以我需要这些球员留在场上。”（cby）,足球
56,瓜迪奥拉又秀骚操作 曼城全场90分钟0换人,欧冠八分之一决赛第一回合，曼城1-1战平莱比锡红牛。瓜迪奥拉全场没有更换一名球员，而莱比锡红牛则更换了5名球员。曼城替补席上名将云集，包括阿尔瓦雷斯、福登、菲利普斯等人，但瓜迪奥拉本场根本就没有换人的意思。（Cinderella）,足球
57,欧冠-卢卡库替补绝杀奥纳纳神扑 国米1-0波尔图,2月23日凌晨4：00，欧冠1/8决赛首回合，国际米兰主场1-0战胜波尔图。第57分钟，奥纳纳在门前神奇两连扑，挡出了波尔图队的射门。第86分钟，达米安右侧传中，卢卡库头球攻门击中立柱，随后自己补射破门！国际米兰1-0波尔图。国米首发：24-奥纳纳；37-什克里尼亚尔（81‘2-邓弗里斯）、15-阿切尔比、95-巴斯托尼；36-达米安、23-巴雷拉、20-恰尔汗奥卢、22-姆希塔良（72’77-布罗佐维奇）、32-迪马尔科（58‘8-戈森斯）、10-劳塔罗、9-哲科（58’90-卢卡库）波尔图首发：99-迭奥戈-科斯塔；23-若昂-马里奥、3-佩佩、5-马卡诺、12-塞杜；25-奥塔维奥、8-乌里贝、16-格鲁伊奇、13-加雷诺（50‘30-埃万尼尔松）、11-小佩佩、9-塔雷米（83’22-文德尔）（Cinderella）,足球
58,欧冠-马赫雷斯格瓦迪奥尔破门 曼城1-1战平莱比锡,2月23日凌晨4：00，2022-23赛季欧冠1/8决赛首回合，曼城1-1战平莱比锡。第27分钟，施拉格尔后场出球失误，格拉利什完成抢断，随后送出直塞，京多安顺势脚后跟做球给前插的马赫雷斯，马赫雷斯打远角得手，曼城1-0莱比锡。第70分钟，莱比锡左侧角球机会，战术角球开出，哈尔斯滕伯格传中，格瓦迪奥尔高高跃起头球攻门得手，莱比锡1-1曼城。曼城首发：31-埃德森、2-沃克、3-迪亚斯、6-阿克、25-阿坎吉、16-罗德里、8-京多安、10-格拉利什、20-B席、26-马赫雷斯、9-哈兰德莱比锡首发：21-布拉斯维希、16-克洛斯特曼（46‘ 39-亨里希斯）、4-奥尔班、32-格瓦迪奥尔、23-哈尔斯滕伯格（89’ 22-劳姆）、27-莱默、24-施拉格尔（82‘ 8-海达拉）、17-索博斯洛伊、10-福斯贝里（66’ 18-恩昆库）、19-安德烈-席尔瓦（82‘ 9-波尔森）、11-维尔纳（Cinderella）,足球
59,本泽马追平梅西欧冠纪录 历史上只有他俩达成,皇马5比2大胜利物浦，本泽马梅开二度。这是本泽马连续第18个赛季在欧冠取得进球，历史上只有梅西和本泽马解锁了这一成就。其次，本泽马欧冠淘汰赛已进32球，仅次于C罗（67球）和梅西（49）。同时，他以35岁零46天成为欧冠淘汰赛进球的最年长法国球员。（cby）,足球
60,克洛普：眼下觉得悬念没了 但三周后谁知道呢,在利物浦主场2比5负于皇马后，克洛普表示，现在看两回合悬念结束了，但其实不一定。“我想安切洛蒂觉得已经没悬念了，目前我也这么想。”“但三周后……现在就是这样，离比赛越近我们的机会就会变大一些，没悬念的感觉会越来越小。我们去伯纳乌，会力争获胜，我们必须去那里打进三个球，冒一些险，无论是否可能，我现在不知道，但我们会去努力。”（cby）,足球
61,安切洛蒂：威尼修斯是目前世界上最具决定性球员,皇马在客场5比2大胜利物浦，威尼修斯表现出色，赛后，主帅安切洛蒂为他送上了高度评价。安切洛蒂：“威尼修斯是世界上最具决定性的球员，没有谁像他一样，今晚他的表现太不可思议了。”（cby）,足球
62,本泽马堪称利物浦克星！欧战已6破红军大门,皇马客场5比2大胜利物浦，本泽马打进两球表现神勇。至此，他在欧战中面对利物浦已经打进了6个球了，是欧战中攻破红军大门最多的球员。另外他在安菲尔德4次破门，也是现役在安菲尔德进球最多的客队球员。（cby）,足球
63,本泽马社媒发声：多棒的一个夜晚 伯纳乌见！,皇马在安菲尔德5比2逆转利物浦，打进两球的本泽马在社媒平台庆祝胜利：“多棒的一个夜晚，为球队感到非常骄傲，冲啊！伯纳乌见。”（cby）,足球
64,血脉压制？利物浦近7场欧冠对皇马不胜6负1平,欧冠1/8决赛首回合，利物浦主场2-5不敌皇马。克洛普的球队最近7场与皇马的欧冠对决不胜。利物浦欧冠对皇马战绩：2023年2月22日，利物浦2-5皇马2022年5月28日，利物浦0-1皇马2021年4月14日，利物浦0-0皇马2021年4月6日，皇马3-1利物浦2018年5月26日，利物浦1-3皇马2014年11月4日，皇马1-0利物浦2014年10月22日，利物浦0-3皇马（Cinderella）,足球
65,卡利乌斯附体？阿利松再现巨大超级失误,欧冠1/8决赛首回合，利物浦主场对阵皇马。第36分钟，阿利松出现巨大巨大、超级超级的失误，他的传球打到维尼修斯身上弹进球网，后者梅开二度助皇马扳平比分。（Cinderella）,足球
66,欧冠-奥斯梅恩迪洛伦佐进球 那不勒斯2-0法兰克福,2月22日凌晨4点，欧冠八分之一决赛第一回合，那不勒斯客场2-0战胜法兰克福。第35分钟奥斯梅恩在禁区内被踢倒造点，克瓦拉茨赫利亚主罚点球被法兰克福门将扑出。第39分钟场上僵局被打破，洛萨诺边路起球传中，奥斯梅恩门前抢点射门得手，场上比分变成了1-0。第65分钟克瓦拉茨赫利亚脚后跟送出妙传，迪洛伦佐跟上低射破门，那不勒斯将比分改写为2-0。法兰克福首发：1-特拉普、2-恩迪卡、6-亚基奇、35-图塔、24-布塔（69‘36-克瑙夫）、15-镰田大地、8-索乌、32-菲利普-马克斯（90’25-兰茨）、29-林德斯特伦（69‘19-博雷）、9-穆阿尼、27-格策（81’11-法里德-阿里杜）那不勒斯首发：1-梅雷特、22-迪洛伦佐、13-拉马尼、3-金玟哉、17-奥利韦拉、99-安古伊萨（79‘91-恩东贝莱）、68-洛博特卡、20-泽林斯基、11-洛萨诺（79’7-埃尔马斯）、9-奥斯梅恩（84‘18-乔瓦尼-西蒙尼）、77-克瓦拉茨赫利亚（84’21-波利塔诺）（Cinderella）,足球
67,欧冠-本泽马小熊双响萨拉赫破门 利物浦2-5皇马,北京时间2月22日凌晨4点整，欧冠1/8决赛首回合利物浦主场2-5负于皇家马德里。第3分钟，萨拉赫右路斜塞到禁区，努涅斯拍马赶到脚后跟巧射入网，利物浦1-0皇家马德里！第13分钟，库尔图瓦禁区内停球出现低级失误，萨拉赫抓住机会捅射得手，利物浦2-0皇家马德里！第20分钟，本泽马横敲，维尼修斯禁区左侧突施冷箭，皮球直钻网窝死角，利物浦2-1皇家马德里！第35分钟，乔-戈麦斯后场回敲，阿利森出球时同样出现巨大失误，皮球打在维尼修斯腿上反弹入网，利物浦2-2皇家马德里！第47分钟，莫德里奇主罚任意球传中，无人盯防的米利唐头球冲顶得分，利物浦2-3皇家马德里！第54分钟，罗德里戈和本泽马双人配合，本泽马起脚打门碰在戈麦斯身上折射进球，利物浦2-4皇家马德里！第66分钟，莫德里奇中场抢断发动反击，维尼修斯横传，本泽马冷静晃过阿利森推射破门，利物浦2-5皇家马德里！利物浦首发：1-阿利森，66-阿诺德，4-范迪克，2-乔-戈麦斯（72’32-马蒂普），26-罗伯逊，3-法比尼奥，14-亨德森（72’7-米尔纳），43-巴伊切蒂奇（84’19-埃利奥特），11-萨拉赫，18-加克波（63’9-菲尔米诺），27-努涅斯（63’20-若塔）皇家马德里首发：1-库尔图瓦，4-阿拉巴（26’6-纳乔），3-米利唐，22-吕迪格，2-卡瓦哈尔，12-卡马文加，15-巴尔韦德，10-莫德里奇（86’8-克罗斯），20-维尼修斯，21-罗德里戈（80’19-塞巴略斯），9-本泽马（86’11-阿森西奥）（Cinderella）,足球
68,利物浦战冤家难逃魔咒 皇马或1-1战平延续悬念,北京时间2月22日凌晨4点，欧冠1/8决赛首回合继续进行，利物浦将在主场迎战皇马。两支上赛季在决赛交手的球队提前在1/8决赛相遇，无疑堪称巅峰之战。竞彩官方开出的数据显示，利物浦主胜2.13偏高，平局压低到3.25，皇马客场取胜为2.77，皇马有望全身而退。上轮联赛中，利物浦2-0击败纽卡斯尔，取得两连胜。努涅斯终于打破了进球荒，加克波连续两场比赛取得进球，账萨拉赫近期也有进，可以说利物浦三员大将状态回升明显，再加上范戴克和菲尔米诺两大王牌同时伤愈复出，使得利物浦牌面实力大增。皇马上周末2-0击败奥萨苏纳，近期取得4连胜，近两场联赛狂轰6球且1球未丢，状态更是不下于利物浦。此外本泽马在上轮得到充分休息，蓄力欧冠，本场有很大可能首发出战。只是稍有隐患的是，目前有消息称，患有肠胃炎的克罗斯和患有流感的楚阿梅尼都没有参加训练，本场能否出战还未可知。此外，欧足联官方已经公布了本场比赛的裁判安排，罗马尼亚的伊什特万-科瓦奇将担任主裁，他此前没有执法过利物浦，但在2021/22赛季欧冠半决赛首回合执法皇马，当时皇马客场3-4曼城。值得一提的是，双方此前在欧冠中有6次交锋，无论主客场，利物浦1平5负，从未在皇马身上取得胜利。本场比赛竞彩官方开出了 2.13（胜）3.25（平）2.77（负）的赔率组合，主胜明显偏高，平局压低。比分赔率中，双方1-1战平为1赔7最低，利物浦2-1取胜则为1赔8第二，皇马客场2-1取胜为1赔9.25。综合来看，本场皇马有望全身而退，或1-1战平。（塔奎利）,足球
69,梅西对C罗实现任意球大逆转 落后26球到反超3球,巴黎对里尔，梅西任意球绝杀，这是他生涯打进的第61个直接任意球。2011年时，C罗生涯已打进了30个任意球，而当时梅西的生涯任意球总数只有4个；2023年至今，C罗的生涯任意球总进球为58个，梅西已经达到61个，实现了逆转反超。（cby）,足球
70,欧冠夺冠赔率：曼城拜仁领跑 大巴黎切尔西掉队,北京时间2月22日-23日凌晨，欧冠1/8决赛继续进行第一回合的剩余4场比赛。目前，机构已即时更新了本赛季的欧冠夺冠赔率，曼城1赔2.87仍然位居榜首，拜仁1赔4.5列第二，利物浦1赔11反超大巴黎位列第三，皇马、那不勒斯均为1赔12并列第四。从最新的赔率来看，曼城、拜仁成为第一梯队，是冠军的有利争夺者。曼城在1/8决赛的对手是莱比锡，无论在牌面实力、身价或交锋，曼城都有较大的优势，所以夺冠赔率仍然遥遥领先。在首回合前4场比赛中，拜仁客战1-0拿下大巴黎，使得他们的夺冠赔率由此前的1赔7.5下降至1赔4.5，大大缩短了与曼城之间的距离，而输球的大巴黎则由1赔9上升至1赔21，落至第6名。利物浦、那不勒斯、皇马紧随其后组成第二梯队，他们的夺冠赔率分别是11、12、12，其中本周利物浦将在主场迎战皇马，本场比赛的结果将直接关系到夺冠赔率的较大变化。首回合输球的热刺、切尔西、布鲁日的夺冠赔率均有一定程度的上升，热刺由此前的1赔19升至26，切尔西1赔17升至21，布鲁日依旧垫底。欧冠夺冠赔率：曼城 2.87拜仁 4.5利物浦 11那不勒斯 12皇马 12大巴黎 21切尔西 21本菲卡 21热刺 26国米 34多特 34ac米兰 41莱比锡 101波尔图 101法兰克福 101布鲁日 251（塔奎利）,足球
71,法媒仍给梅西打了低分 评语:整体表现差 闪光一刻,尽管梅西任意球绝杀为巴黎拿下胜利，但法国《队报》对梅西整场表现的评分却并不高，只有5分。《队报》评语：“大部分时间里，这可能是梅西本赛季最令人失望的场次之一，但最后时刻天才闪光，改变了一切。”（cby）,足球
72,拉莫斯花式夸梅西：对他不再会感到意外,法甲巴黎4比3胜里尔，梅西终场前任意球绝杀。赛后前皇马队长、巴黎队友拉莫斯夸赞梅西：“我不再会感到意外了。自从巴萨时期，梅西就习惯了像今天这样决定比赛结果，我现在很高兴和他是队友。”（cby）,足球
73,梅西连续16年都有任意球破门 上一个做到的是C罗,对里尔的绝杀，是梅西在2023年的第一个直接任意球破门。自从2008年起，梅西每一年都有任意球破门，已经延续了16年，共打进61个任意球。之前一个连续16年直接任意球有进账的纪录，由C罗保持：2005至2020年。（cby）,足球
74,梅西俱乐部699球！700大关只差1球 神级数据,法甲巴黎4比3胜里尔，梅西终场前任意球绝杀。本场梅西任意球破门制胜之后，他个人在俱乐部赛事已经攻入了699球，距离700球里程碑只差一球！另外，这还是梅西生涯第61次任意球直接破门。梅西俱乐部数据：巴塞罗那：778场672球303助攻巴黎圣日耳曼：61场27球29助攻合计：839场699球332助攻（cby）,足球
75,巴萨联赛7连胜各项18场不败 上次输球还是0-3拜仁,罗贝托和莱万先后破门，巴萨2-0击败加的斯，豪取联赛7连胜，8分领跑西甲积分榜。另外，巴萨各项赛事18场不败，战绩为16胜2平。上一次输球，还要追溯到去年10月27日的欧冠小组赛，主场0-3不敌拜仁。（cby）,足球
76,曼联官推凡尔赛：找一个比拉什福德状态还好的？,曼联3比0胜莱斯特城，积分榜距离第二曼城只差3分。拉什福德梅开二度，延续着世界杯后的火热状态，曼联官网赛后凡尔赛式发文：“回复说一个比拉什福德状态还好的球员……”（cby）,足球
77,德赫亚追平曼联队史零封纪录 舒梅切尔:了不起！,英超曼联3比0胜莱斯特城，德赫亚完成了代表红魔的第180次零封，追平了舒梅切尔的队史纪录。对此，舒梅切尔发声：“来之不易，当之无愧，本场两次世界级扑救，恭喜德赫亚，一个了不起的成就。” （cby）,足球
78,西甲-罗贝托传射莱万破门 巴萨2-0加迪斯七连胜,2月20日凌晨4：00，西甲第22轮，巴萨主场2-0战胜加的斯，取得联赛七连胜。第43分钟，费兰右路连续过人后底线附近挑传小禁区前沿，莱万头球攻门被挡出，罗贝托补射破门！巴塞罗那1-0加迪斯第45+1分钟，巴萨左路进攻，罗贝托传到禁区弧顶，莱万顺势起脚低射破门！巴塞罗那2-0加迪斯。巴萨首发：1-特尔施特根、20-罗贝托、23-孔德、24-埃里克-加西亚、15-克里斯滕森、28-巴尔德、21-德容（69‘19-凯西）、6-加维、10-法蒂（85’38-阿拉尔孔）、11-费兰-托雷斯、9-莱万（74‘22-拉菲尼亚）加的斯首发：1-莱德斯马、20-卡塞伦、3-法里、23-路易斯-埃尔南德斯、21-阿扎门迪亚、17-贡萨洛-埃斯卡兰特（62‘11-阿莱霍）、4-阿尔卡拉斯（69’24-圣埃梅特里奥）、10-波贡达（62‘7-索布里诺）、8-亚历克斯-费尔南德斯、14-布瑞安-奥坎波（62’9-洛扎诺）、15-马蒂-萨尔多（74‘16-克里斯托弗-拉莫斯）（Cinderella）,足球
79,意甲-索尔巴肯处子球 罗马1-0维罗纳杀入前3,北京时间2月20日凌晨3：45，意甲第23轮，罗马1-0战胜维罗纳。第45分钟，斯皮纳佐拉斜传，沙拉维顺势脚后跟磕到禁区，索尔巴肯插上铲射破门！罗马1-0维罗纳。罗马首发：1-帕特里西奥、23-曼奇尼、6-斯莫林、3-伊巴涅斯、2-卡尔斯多普（70‘59-扎莱夫斯基）、4-克里斯坦特、52-博维、37-斯皮纳佐拉、18-索尔巴肯（70’19-切利克）、92-沙拉维（87‘25-维纳尔杜姆）、9-亚伯拉罕（15’11-贝洛蒂）维罗纳首发：1-蒙迪珀、27-戴维多维茨、6-希恩（45‘42-库博拉）、23-马格纳尼、3-多伊格（84’28-阿比尔高）、33-杜达、61-塔梅泽、29-德保利、8-拉佐维奇（59‘25-布拉夫）、26-恩贡戈（76’30-亚亚-卡隆）、38-盖奇（58‘11-拉萨尼亚）（Cinderella）,足球
80,意甲-迪马利亚小基恩破门 尤文图斯2-0斯佩齐亚,2月20日凌晨1点，意甲第23轮，尤文图斯2-0战胜斯佩齐亚。第32分钟，帕雷德斯前场中路分球，科斯蒂奇禁区左边线外起球传中，莫伊塞-基恩禁区中路凌空打门得手，尤文图斯1-0领先！第65分钟，达尼洛中路直塞，替补出场的迪马利亚前场左路带球转身调整两步后起脚抽射破门，尤文图斯2-0。斯佩齐亚首发：69-德龙戈夫斯基（25‘22-马尔凯蒂）、27-埃米安、4-阿姆帕杜、43-尼古拉乌、6-布拉比亚、8-埃克达尔（79’29-卡尔达拉）、13-雷察、33-凯文-阿古德洛（59‘18-恩佐拉）、11-焦希、10-韦尔德（79’30-丹尼尔-马尔蒂尼）、14-肖穆多罗夫尤文首发：36-佩林、12-阿莱士-桑德罗、24-鲁加尼、6-达尼洛、11-夸德拉多（46‘2-德西利奥）、5-洛卡特利、25-拉比奥、17-科斯蒂奇（81’43-伊林）、32-帕雷德斯（46‘44-法焦利）、9-弗拉霍维奇（92’19-博努奇）、18-莫伊塞-基恩（55‘22-迪马利亚）（Cinderella）,足球
81,英超-凯恩助攻孙兴慜破门 热刺2-0西汉姆进前4,2月20日凌晨0点30分，英超第24轮，热刺2-0战胜西汉姆。第56分钟，斯基普策动，本-戴维斯直塞送助攻，埃默松插上单刀破门，热刺1-0西汉姆。第72分钟，凯恩送助攻，孙兴慜单刀破门！热刺2-0领先西汉姆。热刺首发：20-弗雷泽-福斯特、17-克里斯蒂安-罗梅罗、15-戴尔、34-朗格莱（78‘14-佩里西奇）、33-本-戴维斯、4-斯基普（89’29-帕普-萨尔）、5-赫伊别尔、12-埃默松-阿帕雷西多、21-库卢塞夫斯基（89‘27-卢卡斯-莫拉）、9-里沙利松（68’7-孙兴慜）、10-哈里-凯恩西汉姆联首发：1-法比安斯基、27-阿格尔德、21-奥邦纳（82‘2-本-约翰逊）、24-蒂洛-科雷尔、33-埃莫森（82’8-福尔纳尔斯）、41-德克兰-赖斯、28-绍切克、5-曹法尔、12-唐斯（72‘22-本拉赫马）、20-鲍恩、9-安东尼奥（72’18-丹尼-英斯）（Cinderella）,足球
82,英超-拉什福德梅开二度桑乔建功 曼联3-0莱斯特城,2月19日22点，英超第24轮，曼联主场3-0战胜莱斯特城。第25分钟，费斯传球被萨比策阻截并传给B费，B费迅速妙传，拉什福德插上单刀右肋12码处射门得分，曼联1-0领先。第56分钟，弗雷德直塞，拉什福德高速插上单刀禁区内射门得分。第61分钟，曼联反击，桑乔与B费打出精彩配合。布鲁诺禁区右肋横传，桑乔10码处射门得分，曼联3-0。曼联（4231）：1-德赫亚/20-达洛特（69’ 29-万比萨卡）、2-林德洛夫、6-马丁内斯、23-卢克-肖/17-弗雷德（59’ 39-麦克托米奈）、15-萨比策（80’ 73-麦恩诺）/10-拉什福德（69’ 36-埃兰加）、8-B费、29-加纳乔（46’ 25-桑乔）/27-韦格霍斯特莱斯特城（4231）：1-沃德/27-卡斯塔涅、15-苏塔、3-费斯、16-克里斯蒂安森/24-门迪（59’ 8-蒂莱曼斯）、22-德斯伯里（59’ 42-苏马雷）/37-泰特（75’ 26-普拉埃）、10-麦迪逊、7-巴恩斯/14-伊希纳乔（75’ 9-瓦尔迪）（Cinderella）,足球
83,法甲-梅西绝杀姆巴佩双响内马尔传射 巴黎4-3里尔,2月19日20点，22/23赛季法甲联赛第24轮，巴黎圣日耳曼主场4-3战胜里尔。第11分钟，内马尔中场分球，姆巴佩禁区左侧1过2穿裆贾洛后，近距离铲射破门，1-0。17分钟内马尔中路直传，维蒂尼亚小禁区右侧推射被扑出，内马尔中路补射破门。2-0。24分钟安德烈-戈麦斯左路传中，迪亚克特禁区中路头球破门。1-2。56分钟里尔右侧角球传中，贾洛与维拉蒂发生轻微身体接触倒地，主裁判罚点球。戴维骗倒多纳鲁马，将球推入球门右下角。2-2，69分钟安德烈-戈麦斯中场长传，班巴禁区右侧大力抽射破门。3-287分钟维拉蒂直传，贝尔纳特左侧横敲，姆巴佩前点铲射破门。3-3。95分钟梅西禁区弧顶大力任意球低射，皮球击中右侧门柱后弹入网窝。4-3，巴黎逆转绝杀！巴黎圣日耳曼（4-3-1-2）：99-多纳鲁马/29-彭贝莱（75’28-索莱尔）、4-拉莫斯、3-金彭贝、25-努诺-门德斯（31’14-贝尔纳特）/17-维蒂尼亚（75’33-扎伊尔埃梅里）、6-维拉蒂、8-法比安-鲁伊斯（75’15-达尼洛-佩雷拉）/10-内马尔（51’44-埃基蒂克）/30-梅西、7-姆巴佩里尔（4-2-3-1）：30-查瓦列尔/18-迪亚克特（66’5-古德蒙森）、6-丰特（14’15-约罗）、3-贾洛、22-蒂莫西-维阿/20-安赫尔-戈麦斯、21-本杰明-安德烈/28-安德烈-戈麦斯（89’35-巴莱巴）、10-卡贝拉（88’26-维吉尼斯）、7-班巴/9-戴维（Cinderella）,足球
84,西甲-巴尔韦德阿森西奥进球 皇马2-0奥萨苏纳,2月19日凌晨4时，西甲联赛第22轮，皇马客场2-0战胜奥萨苏纳。第76分钟，戈麦斯远射打偏。第78分钟，莫德里奇传球，维尼修斯在禁区左侧横传，巴尔韦德射门得分，皇马1-0。补时第2分钟，阿尔瓦罗从乌奈-加西亚脚下断球后斜传，阿森西奥在禁区左侧射门得分，皇马2-0。奥萨苏纳出场阵容4231：1-埃雷拉/7-蒙卡约拉、4-乌奈-加西亚、5-大卫-加西亚、20-桑切斯/16-戈麦斯、6-托罗（85‘ 18-基克）/14-鲁本-加西亚（63’ 35-莫雷诺）、8-布拉沙纳茨（72‘ 22-奥罗斯）、12-阿布德（85’ 11-阿方索）/17-布迪米尔皇马出场阵容433：1-库尔图瓦/6-纳乔（76‘ 2-卡瓦哈尔）、3-米利唐、22-吕迪格、4-阿拉巴/10-莫德里奇、12-卡马文加、19-塞巴略斯（66’ 11-阿森西奥）/15-巴尔韦德、21-罗德里戈（87‘ 39-阿尔瓦罗）、20-维尼修斯（Cinderella）,足球
