,col1,col2,col3
51,图集-2023FIA中东区域方程式揭幕战,,赛车
52,阿联酋四级方程式锦标赛首站：迈凯伦新星领跑,• 迈凯伦新星尤戈卓古代表Prema Racing在迪拜的揭幕三回合中连下两城• 红牛青年军阿尔维德·林得布拉德（Arvid Lindblad）在第三回合中驾驶Hitech Grand Prix战车摘冠• 2023赛季群星闪耀，共39台赛车参赛2023年1月14日，在国际汽联阿联酋四级方程式锦标赛的揭幕战中，尤戈·尤戈卓古豪夺三回合比赛中的两场比赛冠军，在迪拜赛车场留下了自己的烙印。这名15岁的美国小将本赛季为Prema Racing效力，在39名车手的阵容中表现尤为出彩。尤戈卓古是迈凯伦F1车队签约的新秀。在首回合中，从杆位起跑的他一路压制着红牛青年军阿尔维德·林得布拉德。不过Hitech Grand Prix的车手由于起跑违规被罚时5秒，因此MP Motorsport的意大利车手瓦莱里奥·里尼切拉（Valerio Rinicella）、Mumbai Falcons Racing Limited的澳大利亚车手詹姆斯·沃顿（James Wharton）顺势上升至第二、三位。罚时导致林得布拉德的位置掉到了第八，不过他仍然获得了新秀杯的桂冠。次回合比赛中，从第三位起步的尤戈卓古找准机会，在第一弯的时候从Mumbai Falcons Racing Limited车手图卡·塔波宁（Tuukka Taponen）的外侧完成超越。法拉利青训营的芬兰小将塔波宁收获全场第二和新秀杯的冠军。林得布拉德上升至第三。林得布拉德在去年8月刚刚庆祝了他15岁的生日，这名年轻的赛车手在第三回合的排位赛中夺得杆位，也为自己的锦标赛首胜打下了基础。比赛期间安全车多次出动，但是林得布拉德成功防守住来自塔波宁和尤戈卓古的攻势。三回合比赛后，尤戈卓古在积分榜上以21分的优势暂居第一，林得布拉德第二、塔波宁落后六分排第三，车手们摩拳擦掌准备转战科威特汽车城，进行第二站的角逐。车手采访第一回合冠军：尤戈·尤戈卓古/ Prema Racing“我发车还不错，后方一直对我施加压力所以我不能犯错。我在前两圈速度不错，与后方拉开了一点差距。安全车稍微给我们造成了一点困扰，但是我重新发车也还不错。很高兴能获得比赛胜利，感谢Prema的工作人员过去这段时间的努力。”第二回合冠军：尤戈·尤戈卓古/ Prema Racing“我很激动。这次我从第三发车，起步也很顺利。我选择了T1的外线超车而且也成功了。获得领先后我就保持自己的速度，尽量与后方拉开一些差距。后来又有一次安全车，不过我也没有犯错，稳稳地重新起步并安全带回。“第三回合冠军：阿尔维德·林得布拉德/ Hitech Grand Prix“能在赛季刚开始就获得胜利我很高兴。第一个安全车帮了我一点点，因为图卡一直紧逼着我。重新发车后我就专注于拉开距离，然后第二个安全车就出来了。”2023国际汽联阿联酋四级方程式锦标赛参赛名单2023国际汽联阿联酋四级方程式锦标赛初步赛历（壹星）,赛车
53,FIA中东区域方程式锦标赛迪拜首战告捷,• 三个回合、三位冠军 新赛季竞争异常激烈• 新秀安德里亚·基米·安托内利（Andrea Kimi Antonelli）携手Mumbai Falcons Racing Limited车队暂居积分榜榜首• 锦标赛即将移师科威特汽车城进行第二、三站的比拼2023年1月14日，国际汽联中东区域方程式锦标赛（FRMEC）首站在迪拜赛车场落幕，三回合比赛精彩纷呈，扣人心弦。28名来自全球各地的车手同场竞技，三位不同的小将举起了单回合冠军的奖杯，但最终领跑积分榜的却另有其人。首回合冠军是18岁的瑞典小将、法拉利青年军迪诺·贝加诺维奇（Dino Beganovic），这名Mumbai Falcons Racing Limited的车手在与加布里埃尔·米尼（Gabriele Minì）进行了激烈比拼后获胜，而米尼也是他在去年欧洲区域方程式赛中的主要竞争对手。米尼在整场比赛中都全力拼抢，但在最后一圈的时候速度减慢掉到第六，而赛后处罚让他跌出了积分区。R-ACE GP车队的秘鲁车手马蒂亚·扎卡泽塔（Matías Zagazeta）上升至第二，而PHM Racing的英国车手泰勒·伯纳德（Taylor Barnard）则上演了绝地反超，从第27名一路上升获得季军，并收获了新秀杯的冠军。由于次回合倒序发车的规则，R- ACE GP的新加坡车手尼基尔·波拉（Nikhil Bohra）从杆位发车一路领跑到结束，第二位是Prema Racing的新秀艾登·尼特（Aiden Neate）。伯纳德再次实现精彩超车，从第八上升至第三。西班牙车手马里·博亚（Mari Boya）在第三回合中表现抢眼。这名18岁的Hyderabad Blackbirds by MP Motorsport车手在前两回合中仅收获12、13名，但是在第三回合排位赛中夺得头排，并在开场圈中超越了杆位的安德里亚·基米·安托内利，最终获得冠军。Pinnacle VAR的泰国车手塔萨那普（Tasanapol Inthraphuvasak）获得第三。安托内利三场比赛收获第四、第六和第二，来到积分榜榜首。这名意大利小将背后有梅赛德斯F1车队的支持，他现在以六分之差领先Mumbai Falcons Racing Limited队友、法拉利青训体系的巴西车手拉斐尔·卡马拉（Rafael Câmara），伯纳德落后卡马拉两分。车手之间激烈的斗争才刚刚开始，将在下一站科威特汽车城越演越烈。车手采访第一回合冠军：迪诺·贝加诺维奇/ Mumbai Falcons Racing Limited“倒数第二圈的竞争很激烈，我和加布里埃尔从卡丁车时代就开始比拼，很高兴我们还能继续到今天。我们的比拼很公平，也给观众上演了一出好戏，我很高兴能从第四来到冠军，整个周末的策略也很棒。”第二回合冠军：尼基尔·波拉/ R-ACE GP“昨天我们仅仅拿到了第11名，本以为与倒序发车无缘，不过后来由于赛后处罚我们拿到了杆位，有点意外。艾登整场比赛都离我不到一秒的距离，他从头到尾都一直在给我施加压力，但是我们坚持到了最后，我十分激动。这是我的第一场大型锦标赛胜利，在心态上给了我很大的鼓励，我希望以后能有更多胜利。”第三回合冠军：马里·博亚/ Hyderabad Blackbirds by MP Motorsport“我很高兴，我上一次获得胜利已经是很久以前了，我的职业生涯经历了一段不顺的时期，得亏有车队的支持和我们共同的努力。我知道这个周末我们很有竞争力，车状态很好，能够取胜我为车队和自己高兴。”第一回合揭幕战首回合杆位发车的加布里埃尔·米尼胜券在握，但是迪诺·贝加诺维奇在最后一圈的时候出其不意的夺走了胜利。这两名车手在2022赛季一直在互相较量，在排位赛中，米尼驾驶着Hitech Grand Prix的赛车以0.423秒的优势夺得杆位，而贝加诺维奇则排在第四。贝加诺维奇在开场圈时从10号弯外侧超越扎卡泽塔获得第三，然后开始追赶第二的安托内利。意大利小将的排位赛表现出色，但是最终不敌经验丰富的贝加诺维奇，在比赛进行到第三圈的时候，被贝加诺维奇从第一弯内侧超越，随后又被扎卡泽塔和卡马拉超过。第六圈时，莱文特·雷维斯（Levente Révész）停在赛道上，赛会派出安全车，重新发车后，米尼稳拔头筹。两圈过后，萨米·梅格托尼夫（Sami Meguetounif）和尼基塔·贝德林（Nikita Bedrin）在争夺第八的时候发生碰撞，梅格托尼夫的车失控，碰到约书亚·杜菲克（Josh Dufek）的车尾并撞进护栏。贝德林也因车损退赛。安全车结束后，比赛仅剩三圈。贝加诺维奇在米尼身后发起攻势，在倒数第二圈的时候两人并肩而行，在最后一圈开始时米尼的领先优势已不多，在第一个计时段他慢了下来，位置一路下滑。贝加诺维奇以1.140秒的优势取胜，其后分别是R-ACE GP的扎卡泽塔和PHM Racing的伯纳德。由于排位赛期间加油违规，伯纳德在第一和第三回合都被罚从末位（第27位）发车，但是他本场比赛表现出众一路攀升，先是上升了20个位置，并在最后的三圈中又上升四名。安托内利和卡马拉分获第四、五，而米尼掉至第六名。而赛后他又因挤压贝加诺维奇导致后者四轮出线，又被罚后退五位，最终仅收获第11名。PHM Racing的瑞士车手杜菲克在受到梅格托尼夫的碰撞后仍继续参赛，最终获得第六。塞巴斯蒂安·与加（Sebastian Øgaard）、洛伦兹·佛洛萨（Lorenzo Fluxá）、艾登·尼特和尼基尔·波拉收获前十。三位前F4车手伯纳德、安托内利和卡马拉也获得了新秀杯的前三。第二回合由于次回合的发车顺序由首回合前十的倒序决定，R-ACE GP的尼基尔·波拉在本回合获得杆位。他发车稳健，成功压制住同排发车的艾登·尼特。Prema Racing的英国车手尼特在比赛后半段紧咬不舍，把差距拉进到半秒以内，不过最后波拉以0.744秒的优势取胜，两名车手在区域方程式比赛的首秀中都表现出彩。泰勒·伯纳德在上场比赛中一举上升24个位置，而本场比赛中，他从第八发车，在一圈后就已经来到了第五。第二圈时，他又从Hyderabad Blackbirds by MP Motorsport的丹麦车手塞巴斯蒂安·与加手中夺得第四，随后向Mumbai Falcons Racing Limited的洛伦兹·佛洛萨展开攻势，终于在第11圈的时候成功完成超越获得第三，而本场比赛的前三也都由新秀包揽。佛洛萨守住第四，而队友卡马拉在于安托内利拼抢后上升到第五。弗朗切斯科·布拉斯基（Francesco Braschi）在比赛后半程超过了与加收获第七。Pinnacle VAR的两名车手佩佩·马尔蒂（Pepe Martí）和塔萨那普分获第九和第十。首回合的冠军迪诺·贝加诺维奇和加布里埃尔·米尼在本战中并不顺利，两人都在中游挣扎，而第四圈的时候两人在第15弯发生碰撞，导致贝加诺维奇退赛，米尼掉到第17名，最后10秒的罚时导致他最终仅收获第21名。第三回合在第二节排位赛中，安德里亚·基米·安托内利获得杆位，但是在发车后很快就受到来自马里·博亚的攻击并丢掉了首位。博亚在抢到领先位置以后迅速与后方拉开距离，在第十圈的时候已经手握三秒多的优势。在比赛尾声，安托内利稍微追回了一些差距，以1.631秒之差获得第二。拉斐尔·卡马拉在灯灭后超过第三的塔萨那普，不过泰国车手很快又扳回一城，两人在整场比赛都在争夺颁奖台上最后的席位。安托内利最终击败塔萨那普和卡马拉获得新秀杯的冠军。“老对手”迪诺·贝加诺维奇和加布里埃尔·米尼一同从第三排发车，贝加诺维奇抢先一步获得第五，但是速度一直提起不来。米尼随即超越收获第五，佩佩·马尔蒂、尼基塔·贝德林、Hitech GP的杰克·克劳福德（Jak Crawford）也分别获得第六至第八。贝加诺维奇最终压制住尼基尔·波拉居第九。比赛尽管全程绿旗，但是比赛期间也有事故，开场圈的事故导致扎卡泽塔、伯纳德和梅格托尼夫纷纷退赛。2023国际汽联中东区域方程式锦标赛迪拜揭幕战第1回合成绩：2023国际汽联中东区域方程式锦标赛迪拜揭幕战第2回合成绩：2023国际汽联中东区域方程式锦标赛迪拜揭幕战第3回合成绩：2023国际汽联中东区域方程式锦标赛参赛名单：2023国际汽联中东区域方程式锦标赛初步赛历（阿尔法）,赛车
54,达喀尔拉力赛阿提亚卫冕 韩魏刷新中国最佳战绩,2023年达喀尔拉力赛1月15日结束了最后一个赛段第14赛段比赛的争夺。丰田车队卡塔尔车手阿尔-阿提亚卫冕汽车组总冠军，这也是他的第5个达喀尔冠军，仅次于彼得汉塞尔8个冠军位居第二。摩托车组红牛KTM车队阿根廷车手凯文-贝纳维德斯以43秒的微弱优势最后一个赛段绝杀夺得冠军，这也是他的第二个达喀尔摩托车组总冠军。汽车组GCK车队法国车手奇切里特夺得第14赛段冠军，奥迪车队瑞典车手埃克斯特罗姆第二，X-RAID车队阿根廷车手阿尔佩尼第三；总成绩榜上，阿提亚以1小时20分的优势卫冕汽车组总冠军，BRX车队法国名将勒布拿下亚军，他本届比赛共收获7个赛段冠军，其中包括赛段六连冠创造了历史，OVERDRIVE车队巴西车手莫雷斯拿到季军。奥迪车队瑞典车手埃克斯特罗姆拿到总成绩第14名。中国车手方面，四部赛车全部完成了比赛。其中韩魏/马利车组拿下汽车组总成绩第8，刷新了韩魏之前保持的达喀尔中国车手最佳战绩（第十）。另一位中国车手张国宇/让-皮埃尔今年首次合作就拿下了总成绩第16的好成绩，其中他们在第七赛段跑进前十名，这不仅是本届比赛中国车手的最佳赛段成绩，也帮助他代表中国车手第一次在FIA、FIM和达喀尔共同创建的世界长距离越野拉力锦标赛WR2C上拿到第一个积分。首次参赛的訾云亮/沙贺总成绩第50，第二次参赛的田坡/杜炫义总成绩第64。摩托车组摩托车组比赛竞争异常激烈，总冠军在最后一个赛段产生。凯文-贝纳维德斯第14赛段拿下赛段冠军，并超越普莱斯成为摩托车组最终的赢家，普莱斯仅仅落后43秒屈居亚军，两位红牛KTM车手包揽了冠亚军；胡斯瓦纳厂队美国车手霍维斯季军。中国六名摩托车手全部完成了比赛。本届比赛无论是参赛数量上，还是最终的总成绩上，中国车手和车队都有了大幅度提高。其中苏尼尔总成绩第46名是中国车手名次最好的，扎克尔总成绩第55，邓连松第67名，赵宏義第68名，方明集第77，张敏第88。卡车组总冠军被502号驾驶依维柯赛车的荷兰车手范-卡斯滕车组获得；151号法国车手吉劳德获得四轮摩托车组总冠军；303号美国车手奥斯汀-琼斯获得轻型车组总冠军；428号波兰车手冈扎尔获得SSV组总冠军。（壹星）,赛车
55,图集-2023达喀尔阿提亚卫冕冠军,,赛车
56,达喀尔拉力赛SS13勒布赛段六连冠 韩魏总成绩第8,2023年达喀尔拉力赛1月14日结束了第13赛段比赛的争夺。BRX车队法国名将勒布以2小时26分17秒的成绩创纪录的拿到赛段六连冠，也是他本届比赛第七个赛段冠军，丰田车队卡塔尔车手阿尔-阿提亚赛段第二，奥迪车手埃克斯特罗姆第三；在总成绩榜上，阿提亚以1小时21分42秒的成绩领跑，本届比赛仅剩下1个赛段，阿提亚第五次加冕总冠军在望。第13赛段从谢拜出发，终点设在胡富夫，赛段全长669公里，其中特殊赛段154公里。奥迪车队埃克斯特罗姆以2小时32分48秒的成绩拿到赛段季军，这也是他连续第四次进入赛段前三名，总成绩榜上他也升至第15位。迄今为止奥迪RS Q e-tron已经11次获得赛段前三名。中国车手方面，韩魏/马利赛段第23，总成绩第8名；张国宇/让-皮埃尔赛段第25，总成绩第16；訾云亮/沙贺赛段第55，总成绩第51；田坡/杜炫义赛段第87，总成绩第65。摩托车组，凯文-贝纳维德斯拿下赛段冠军，多切蒂第二，卢西亚诺-贝纳维德斯第三；总成绩榜上，普莱斯继续领跑，凯文-贝纳维德斯落后12秒第二，霍维斯落后1分31秒第三。中国摩托车手方面，苏尼尔第38名（总成绩第46），张敏第56名（总成绩第88），扎克尔赛段第61名（总成绩第55），赵宏義第76名（总成绩第69），方明集第88名（总成绩第77），邓连松第89名（总成绩第68）。1月15日达喀尔拉力赛将迎来第14赛段比赛的争夺，这也是本届比赛最后一个赛段。从胡富夫出发，终点设在达曼，赛段全长414公里，其中特殊赛段136公里。（壹星）,赛车
57,图集-2023FE墨西哥城站正赛,,赛车
58,FE墨西哥城揭幕战：丹尼斯夺冠 维尔莱茵亚军,2023赛季FE电动方程式揭幕战墨西哥城站正式比赛结束，英国车手杰克·丹尼斯展现出了绝对的统治力，代表安德雷蒂车队取得赛季开门红；去年的墨西哥站冠军得主保时捷车队的维尔莱茵第二完赛，保时捷动力系统的赛车包揽冠亚军；杆位得主，马恒达车队的迪格拉西在比赛最后阶段展示出了高超的防守技巧，带回亚军。首次代表安德雷蒂车队参赛的洛特勒取得第四，迈凯伦新秀取得第五，首秀拿分。布耶米、达科斯塔、埃文斯、卡西迪、范多恩分列第六到第十位。杰克·丹尼斯：“这里的车迷太热情了，非常出色的结果，非常棒的比赛，今晚要奖励自己一杯龙舌兰。比赛前我们做的小调整得到了回报，感谢车队的付出。”帕斯卡·维尔莱茵：“新赛季有个不错的开局，车队打造了一辆优秀的赛车，过去一段时间大家都在努力工作，感谢车队的贡献。我们会继续努力，继续进步，我们这赛季的目标是世界冠军。”卢卡斯·迪格拉西：“保时捷有非常出色的速度，今天的防守非常艰苦，对我们来说能站上领奖台就是胜利，赛车还有很多潜力，期待之后的表现。”以下为本次比赛成绩表：（壹星）,赛车
59,FE墨西哥城站第1次练习：维尔涅跑出单圈最快,2023赛季FE电动方程式在墨西哥城揭幕，在率先结束的第1次练习赛中，DS潘世奇车队维尔涅跑出了单圈最快成绩，迈凯伦车队休斯第二，NIO333车队卡马拉第三。以下为本次练习赛成绩表：（壹星）,赛车
60,图集-2023FE墨西哥城站第1次练习,,赛车
61,达喀尔拉力赛SS12：勒布赛段五连冠 韩魏升至第八,2023年达喀尔拉力赛1月13日结束了第12赛段比赛的争夺。BRX车队法国名将勒布以1小时56分21秒的成绩拿到赛段五连冠，也是他本届比赛第6个赛段冠军，他在总成绩榜上也升至第二位。奥迪车手埃克斯特罗姆赛段第二，丰田车队卡塔尔车手阿尔-阿提亚赛段第三，并继续占据总成绩榜领跑的位置。第12赛段从阿尔达出发，终点设在谢拜，赛段全长375公里，其中特殊赛段185公里。奥迪车队埃克斯特罗姆继续高歌猛进，以1小时59分40秒的成绩夺得赛段亚军，这也是他连续第三次进入赛段前三名，总成绩榜上他已经升至第18名。中国车手方面，韩魏/马利赛段第17，总成绩他们再进一步升至第8名；张国宇/让-皮埃尔赛段第27，总成绩第17；訾云亮/沙贺赛段第81，总成绩第52；田坡/杜炫义赛段第88，总成绩第65。摩托车组，本田车手佛罗里莫拿下赛段冠军，桑德斯第二，普莱斯第三；总成绩榜上，普莱斯超越霍维斯开始领跑，两人的差距只有28秒，凯文-贝纳维德斯第三。中国摩托车手方面，苏尼尔第48名（总成绩第49），张敏第60名（总成绩第95），扎克尔赛段第64名（总成绩第58），方明集第80名（总成绩第81），邓连松第84名（总成绩第69），赵宏義第85名（总成绩第73）。1月14日达喀尔拉力赛将迎来第13赛段比赛的争夺，这也是本届比赛倒数第二个赛段。从谢拜出发，终点设在胡富夫，赛段全长669公里，其中特殊赛段154公里。（壹星）,赛车
62,达喀尔拉力赛SS11：勒布赛段四连冠 韩魏稳居第九,2023年达喀尔拉力赛1月12日结束了第11赛段比赛的争夺。BRX车队法国名将勒布以2小时56分14秒的成绩拿到赛段四连冠，也是他本届比赛第5个赛段冠军，法国车手奇切里特第二，奥迪车手埃克斯特罗姆第三。总成绩榜上，阿提亚以1小时21分04秒的优势领跑，莫雷斯和勒布分列二三位。第11赛段从谢拜出发，终点设在阿尔达，赛段全长426公里，其中特殊赛段275公里。奥迪车队瑞典车手埃克斯特罗姆延续了良好的状态，已2小时58分40秒的成绩夺得赛段季军，总成绩榜上他已经升至第20名。迄今为止，奥迪RS Q e-tron已经9次获得赛段前三名，彰显出在沙漠赛段的惊人速度。中国车手方面，韩魏/马利赛段第15，总成绩第9；张国宇/让-皮埃尔赛段第17，总成绩第18；田坡/杜炫义赛段第60，总成绩第66；訾云亮/沙贺赛段第65，总成绩第54。摩托车组，卢西亚诺-贝纳维德斯拿下赛段冠军，桑德斯第二，普莱斯第三；总成绩榜上，霍维斯领跑，普莱斯和凯文-贝纳维德斯分列二三位。中国摩托车手方面，苏尼尔第49名（总成绩第49），扎克尔赛段第67名（总成绩第58），张敏第72名（总成绩第95），赵宏義第73名（总成绩第71），方明集第78名（总成绩第81），邓连松第79名（总成绩第67）。1月13日达喀尔拉力赛将迎来第12赛段比赛的争夺。从阿尔达出发，终点设在谢拜，赛段全长375公里，其中特殊赛段185公里。（壹星）,赛车
63,FE Gen3第三代赛车新纪元 技术革新不止于赛道,当FE电动方程式进入第九赛季之际，全球疫情拨云见日，赛事运营回到正轨。本周FE 11支车队已陆续抵达墨西哥城，如以往的每一个赛季一样热火朝天地迎接揭幕战的到来，其中还包括了今年强势加入的玛莎拉蒂和迈凯伦两大厂商。Gen3赛车，已经快了半秒FE新赛季最大的亮点莫过于全面升级的Gen3赛车。上月结束的瓦伦西亚季前测试中，Gen3赛车跑出了1分25秒的单圈成绩，圈速排名前五的赛车都比上一代Gen2赛车在同一条赛道的最好成绩快了0.5秒以上——要知道这款车目前还处于其研发周期的初始阶段，却已经展现出了巨大潜力。在季前测试中，11支车队的22位车手驾驶新车共完成了5，000余圈测试，共计17，300公里的测试。大量的赛道真实数据帮助车队对新车建立充分的基础认知，找到基准设定，并且验证工程师们前期的理论研究在赛道上的最终实现度。值得一提的是，新赛季刚加入FE的玛莎拉蒂车队在季前测试中表现抢眼，其车手Max Guenther在四天的测试中均获得第一。车手们在测试后表示Gen3赛车有更灵活的过弯表现，并预测正赛中会有更多的赛道超越，但Gen3低抓地力的特性和新的刹车方式又可能会导致车手们犯错。所以赛季初期的比赛中，各车队的目标应该是了解赛车特性，减少失误，而不是盲目地提升性能。电动大势，不可阻挡从被“传统赛车圈”嘲笑的2014/2015款标准底盘赛车，一路演进到FE Gen3赛车，这本身就证明了电动车技术有了巨大的飞跃。与八年前FE运动刚起步时相比，电动出行已不再是“环保概念”，而是切实可行的“购买选项”。当Gen1赛车驶上赛道之时，全球的电动汽车销量还不到50万辆，而截止到2022年底，这一数字已经达到了1，060万辆。2022年中国市场的新能源车渗透率已经超过了40%，以比亚迪为代表的中国新能源车企的市占率在过去一年中翻了一番，预计到2023年，中国市场售出的新能源车型将超过传统燃油车。德国汽车租赁公司Sixt还在去年向比亚迪下单，承诺在未来几年内从比亚迪购买约10万辆电动汽车。过去4-5年间，虽然西方国家的能源政策有过波折，但围绕电动出行一套新的产业链正在逐渐成型中，电动化的未来正以不可阻挡的态势席卷全球。大势之下，几乎所有国际主流品牌都推出了电动车型，并将研发重点转向电动车技术。FE恰恰就为车企提供了一个绝佳的试验平台，制造商们能够将其在赛道上习得的成果应用于其民用电动汽车设计生产中。自捷豹车队在2016年加入FE赛事起，他们就将其在FE赛车方面的经验引进民用车部门，通过提高电能效率来改善民用车的体验。车队通过预测性的电能优化来实现提高电能效率的目标，而这些都是由捷豹的两位赛车手在比赛中的经验所得来的。DS 民用电动车的设计总监Thomas Chevaucher 也曾表示：“FE是一个移动实验室，我们利用它来分析电动车部件的状况，并加以研究，探索更容易制造高性能电动车的方式。”这些变化不但发生在整车制造商中，电池和充电设备领域亦是如此。远景通过FE车队在赛道上积累的大量数据反哺其动力电池业务，甚至已经成为了其赛场上对手们——梅赛德斯和宝马民用电动车的合作伙伴。FE官方充电设备供应商ABB则利用FE快节奏、高竞争的环境获得宝贵的充电测试信息，并将这些经验和知识用于不断改进ABB充电设备，更好地供其客户和消费者使用。”最环保赛事，如何自洽随着全新Gen3赛车的重磅推出，人们将视线聚焦于电动车技术快速演进的同时也惊喜地发现，越来越多的群体正通过FE电动方程式这一舞台，接收到更多低碳环保的理念和教育。Gen3 赛车的技术革新不仅仅体现在性能的提升上，这台赛车也是全球首台碳中和赛车。从车身材料，到使用的轮胎和电池单元等，都拥有通往第二次生命和结束生命的清晰路径。来自远景车队的拥有者远景科技集团的零碳产品首席科学家邱林博士对此做了解释：“赛车要实现碳中和，首先要了解其碳足迹，用全生命周期的方法（LCA），从“摇篮到坟墓（甚至回到摇篮）”，评估这台赛车每个环节的碳排放。这其中就包括车身、电池、轮胎等赛车各部件原材料的开采加工，生产制造，装箱运输，使用，以及生命周期结束后的回收，这所有流程中的碳排放。随后采用碳中和方法论，算、管、减、零，让赛车真正实现碳中和。”FE作为全球首个实现净零碳足迹的系列运动赛事，赛车的生产制造只是其中一环，在其运营方式和运动规则制定上，都会监测和计算其碳足迹。全球106个赛车系列赛中，目前仅有五项赛事测算碳足迹。从货物运输，工作人员差旅，赛事运营，餐饮到观众差旅和赛车生产，赛会严格测算每一环节的碳排放，并且形成报告，用以改进其工作流程及工作方式。图片来源：FE第七赛季可持续报告除此之外，FE一些特有的比赛规则也是为了减少碳排。例如，同一个周末同一条赛道举办两回合比赛；且排位赛和正赛均在同一天进行；围场内限定每个车队工作人员和访客的人数，这些都是为了缩减由运输和差旅产生的碳排。再例如，每台赛车每场比赛最多只能使用8条轮胎，单周末双赛的情况下最多能使用12条轮胎。对轮胎使用数量的限制，同样能减少生产运输轮胎的碳排。不仅如此，FE的供应商们也都被要求执行“可持续KPI”，根据第九赛季最新规定，所有指定供应商在赛季开始前都必须获得国际汽联三星环境认证。在2022年全球体育可持续发展基准（GSBS）的年度报告中，FE电动方程式在300多个全球性体育组织中被评为最佳总体表现者。推动变革，不止于赛道无论是积极推动绿色交通转型，还是将赛道技术渗透进生活的各个场景，FE的最终目标都是为解决气候危机而战。在全球十多个大型城市办赛之余，FE 还将一系列绿色环保行动和理念带到当地，推动当地能源转型。其主办的国际汽联智慧城市项目，让大家有机会通过参与、教育、沟通等方式，了解如何塑造未来城市和应对全球变暖等挑战并采取行动。除此之外，FE还与联合国儿童基金会合作，帮助保护儿童和年轻人（甚至是未来的几代人），使其免受气候变化的危害。他们还与联合国环境规划署（UNEP）的“Clean Air For All”运动合作，推广电动汽车和替代能源解决方案，为减少空气污染和应对气候变化做出贡献。参与FE这项赛事的各支车队在赛道外同样也不遗余力地为可持续理念摇旗呐喊。从COP26到COP27，除了FE的积极参与外，远景FE车队连续两届亮相让人印象颇深。2021年那台在全球领导人面前展示的塑料艺术车充满警示，震撼人心，给领导人们和民众们带去了关于气候危机的思考。上赛季FE罗马站比赛期间，意大利七城政府代表在远景车队的维修区P房内，共同签署了《零排放汽车宣言》，承诺在2035年前完全停止燃油车的销售。在这样一个非同寻常的场合和地点签署这份宣言，的确意义非凡。在全球零碳交通转型的进程中，像FE和远景车队这样拥有国际影响力的零碳先锋俨然已经成为了有力的号召者和推动者。那些当初最狂野的梦想正在变成现实，如远景FE车队经理所言，“在7年前，我告诉你这些事情是不会有人相信的。”敢于梦想，并实现梦想，这是所有伟大赛车传奇的共同点。而下一段奇妙的旅程将在本周末的墨西哥城正式开启……（完）,赛车
64,中国首位F1车手周冠宇：传递积极正念的生活方式,2023年1月11日，中国上海——中国首位F1车手周冠宇出任运动生活方式品牌lululemon品牌大使。周冠宇凭借努力、坚持和天赋，在这项世界级体育赛事中不断突破自我，激发潜能，并用自己的方式探寻身心平衡。“大家可能比较熟悉那个有‘速度感’的我，但在日常生活中，我觉得放慢速度、聆听自己的内在声音非常重要。”周冠宇表示道。“我也期待着通过和lululemon的合作，把积极、正念的生活方式带给大家，面对未知和挑战，不断调整身心状态，找到自己的节奏。”lululemon期待携手周冠宇共同探索动静皆宜、快慢自由的可能性，并鼓励更多人找到幸福感，活出好状态。lululemon中国区品牌营销副总裁谢淑玲表示：“我们十分欣赏周冠宇在赛车领域取得的成绩，以及新颖独到的时尚表达，我们期待他演绎lululemon男装的多种姿态，并用他的‘热汗生活’点燃lululemon的社区能量，和我们一起鼓励积极健康的生活方式。”周冠宇自8岁与卡丁车结缘，15岁踏上职业车手之路，创造了中国赛车史上的诸多里程碑。2022赛季，他背负着“中国首位F1车手”的众多期待和压力，从揭幕战的首秀得分，加拿大站的惊艳表现，到英国站的沉着应对，“一年级新生”周冠宇凭借优异表现，荣获2022赛季F1年度最佳新秀，在这一世界级体育赛事上，展现了中国新生代运动员的拼搏精神和自信风采。（完）,赛车
65,达喀尔拉力赛SS10：勒布赛段三连冠 阿提亚领跑,2023年达喀尔拉力赛1月11日结束了第10赛段比赛的争夺。BRX车队法国名将勒布以1小时48分32秒的成绩拿到赛段冠军，这是他的赛段三连冠，也是他本届比赛第4个赛段冠军，奥迪车队瑞典车手埃克斯特罗姆拿到赛段亚军，OVERDRIVE车队巴西车手莫雷斯第三。总成绩榜上，阿提亚以1小时21分34秒的巨大优势领跑，莫雷斯和勒布分列二三位。第10赛段从哈拉德出发，终点设在谢拜，赛段全长623公里，其中特殊赛段114公里。在西班牙老将塞恩斯遗憾退赛之后，奥迪车队仅剩埃克斯特罗姆一部赛车。瑞典车手今天的表现没有让人失望，他以1小时51分36秒的成绩拿下了赛段亚军，仅落后勒布3分04秒，总成绩榜上他也升至第25位。中国车手方面，韩魏/马利赛段第40，总成绩第9；张国宇/让-皮埃尔赛段第46，总成绩第20；訾云亮/沙贺赛段第75，总成绩第53；田坡/杜炫义赛段第124，总成绩第67。摩托车组，HERO车队布兰科拿下赛段冠军，本田车队法国车手范-贝弗伦第二，南非车手多切蒂第三；总成绩榜上，凯文-贝纳维德斯领跑，美国车手霍维斯落后1分29秒紧随其后。中国摩托车手方面，苏尼尔第33名（总成绩第51），扎克尔赛段第57名（总成绩第56），邓连松第62名（总成绩第67），赵宏義第65名（总成绩第73），张敏第68名（总成绩第95），方明集第70名（总成绩第83）。1月12日达喀尔拉力赛将迎来第11赛段比赛的争夺。从谢拜出发，终点设在阿尔达，赛段全长426公里，其中特殊赛段275公里。（壹星）,赛车
