,col1,col2,col3
60,日本再次举办东京马拉松 长跑爱好者开始领取号码牌,人民网东京3月4日电（李沐航）据NHK电视台报道，东京马拉松将于3月6日举办，这是日本国内最大规模的市民马拉松赛事，也是日本自爆发新冠疫情以来，时隔2年再次举办该项赛事。3月3日，日本大批长跑爱好者前往位于东京都江东区的东京国际展示场领取比赛号码牌。（NHK电视台视频截图）本次赛事仍以抽签的形式决定参赛资格，中签的长跑爱好者3日纷纷前往位于东京都江东区的东京国际展示场领取号码牌。预计参加本次马拉松的人数将超过2万人。据了解，为了防止发生群聚感染事件，所有参赛者除接受PCR核酸检测外，还要下载专用APP，从比赛前的第10天开始每天对自己的体温、身体状况进行记录。3日，日本艺人福岛和可菜也前往东京国际展示场，在提交了装有检测样本的试剂盒以及接受工作人员的体温检测后领取到自己的号码牌。日本艺人福岛和可菜。（NHK电视台视频截图）福岛和可菜说：“虽然存在种种困难，但是在大家的努力下东京马拉松终于可以再次举办了，我感到非常高兴。希望自己可以带着笑容完成整场比赛。”日本警方在比赛区域进行安全排查由于日本最大规模的市民马拉松赛事在3月6日举行，东京站、秋叶原站警方与相关人员共计约30人在3日对赛事举办沿线进行了安全排查。安全排查过程中，警方利用警犬对马拉松赛事沿线的储物柜、道路两旁的植被内等是否藏有爆炸物进行检查。他们还在道路上向普通民众发放安全传单，提醒民众发现任何异常都要第一时间报警。警犬正在对赛事沿线的储物柜进行安全排查。（NHK电视台视频截图）来源：人民网-日本频道,跑步
61,两场赛事官宣后又延期 春季的马拉松到底稳不稳？,近日，三四月的一些马拉松赛事纷纷官宣开赛日期，报名工作也进行的热火朝天，杨凌马拉松和厦门马拉松开放报名后，热情的跑友一度挤爆官网的服务器。快一年的时间没跑过马拉松，似乎要忘记驰骋在赛道的感受了，这或许是大多数人的心声。三四月一般是马拉松的黄金季节，经历了长时间的冬训，很多人早已跃跃欲试。国内本土疫情连日来不断新增，这也给春季的马拉松带来些许不确定性，很多人担心官宣再延期的场景，似乎已经在发生。2月25日，仁寿半程马拉松发布了延期公告，这场国内最快的半马赛事，年后2月10日开启的报名，半个月的时间，因为疫情无奈延期，何时恢复暂不得而知。昨天，中国山地马拉松系列赛宣布将在吉林长白山拉开大幕，开跑日期定在了3月27日，并宣布在今天开放报名。出乎意料的是，今天，组委会发送了赛事暂缓举行的通知。因吉林省部分地区出现疫情，出于防控的需求，该赛事才决定暂缓举办。这也成为当下马拉松赛事举办的隐患，从官宣报名到开赛，起码需要20-40天的缓冲期，这么长的时间内，万一赛事举办城市再度出现疫情，该赛事延期的余地似乎都不大，适合在3、4月举行的马拉松，如果延期到了5、6月，会让参赛体验大打折扣。这两年，经历了疫情和事故，绝大多数人都体验了报名中签-比赛延期取消-退费或保留资格的流程，经历的多了，跑马的热情不断被消磨，有些人慢慢的失去了报名的勇气。最后，还是希望预定举行的赛事，都能收到圆满的结果！,跑步
62,跑步看似简单 其实暗含跑“道”,编者按：跑步看似简单，其实暗含跑“道”——和跆拳道、茶道等是一个“道”，都可在实证中去领悟天地万物、自然、人生的道理。新春伊始，本版邀请跑步大咖来讲述跑步的系列知识与妙趣，如果您关于跑步有什么心得或者迷惑，可以通过本版邮箱告知，我们会请大咖为您精彩解读。◎美好的美敲黑板1。相对其他运动方式，跑步更加简单，且自己可控2。如果你跑不动，没有别的原因，就是你跑得太快，和你的身体不匹配3。跑步无论多慢，都没关系，但要记得，一定要在户外进行好像就在上周日，天气一下暖和了起来，吹过来的风，迎面走过的人，解冻的冰面，戏水的鸭子，都在说着，春天要来了。春天，是新的四季的开始，是新生也是重生，这样的一个季节，尤其适合建立一个新的习惯，确定一件确定的事，这或许便是春天对你、对我的意义。在不确定的年代做一件确定的事情俄乌战局，疫情反复，大厂裁员，物价变化，工作调整，孩子长大，股市起伏，楼市不定……无论我们怎么努力，面对的各种不确定性都太多。这就是生活。在不确定的年代，面对各种不确定，做确定的事，把确定的事做好，或许是让自己稳定，或者越来越接近稳定的办法。那么，这个春天，让我们从跑步开始，一起去做一件我们能确定的事情。为什么是跑步？因为，相对其他运动方式，跑步更加简单，且自己可控。第一，它不需要约场地，随时随地都可以跑起来，没时间的时候，可以在单位或者家里楼下的马路上；有条件的时候可以去附近的操场、奥森、朝阳公园等。第二，装备简单，男生只要有一双专业的跑鞋，女生除了跑鞋外再加一件跑步的运动内衣就可以。第三，时间随意，便于实施，清晨、早上、中午、下午、晚上（最好是8点以前），任何有空的时候，你都可以跑起来。第四，跑步是室外活动，对常年坐在电脑前、足不出户的我们，在跑的过程中，不仅训练了耐力和心肺功能，更重要的是，我们晒到了阳光，接了地气，听到了风声、鸟鸣，闻到了花香，看到了花开。放下功利心谁都可以轻松跑5公里或许有人会说“我跑不动啊”“我没时间啊”“我没有合适的地方跑”“我怕伤膝盖”“我心肺不好”“我跑过，没见自己瘦下来，没啥用处，就没有坚持下来” ……对这些担忧或者疑问，我想以我的亲身体验回答你们，只要迈开腿开始跑，只要能按捺住想“一日千里”的心而循序渐进，只要放下想减肥、想比谁谁跑得快、跑得好看等等各种功利心，每个人都能轻松跑5公里或是10公里。2015年5月，我第一次在奥森开始跑步的时候，是几个跑步大神带着我的，他们的耐心和并不在意速度的寻常心给了我一个良好的开始。我按照他们的指点，从隔天快走5公里开始，到慢慢隔天慢跑（是真的慢跑，从最开始的每公里八分钟的配速，到现在的六分半左右的配速），到如今，将近7年时间里，慢跑了1.5万多公里。就是在这样的隔天慢跑中，从不运动，甚至上学期间体育课都不太上的我，身体素质得到了极大的改善，如今，全程马拉松的成绩也进了4小时。如果你跑不动，没有别的原因，就是你跑得太快，和你的身体不匹配。所以，每个人都可以跑步，都能轻松跑步，只要你能耐心慢跑，只要你能放下想减肥瘦身等功利心，在慢跑中，你慢慢会收获一个不一样的你，除了稳定的身心，还有好身材，以及一堆开心的跑友。从今天开始隔天快走或慢跑40分钟一年之计在于春，如果你愿意，从今天开始，我们一起来建立一个跑步的习惯。首先，从今天开始，隔天跑40分钟。要记得下载一个跑步软件，每次跑的时候，给自己或者一起开始跑步的小伙伴打卡。这里说的“跑”，可以是快走，也可以是配速十多分钟的“慢慢颠”，无论多慢，都没关系，但要记得，一定要在户外进行，一定要达到40分钟。我个人建议早睡早起，已经是三月，按照传统节气文化，春三月宜早睡早起，如果你能在晚上11点就上床睡觉，大可以早上五六点就起来，慢跑40分钟，再加上拉伸，一个小时左右的时间，不会影响你上班或者送孩子上学。试试早起跑一次，你会发现，早上一下多出了很多时间，可以做很多事情，远远超过熬夜带给你的效率。其次，注意跑姿。跑姿主要注意三点，一是在快走或者慢跑中，记得脊柱和颈椎保持在一条直线上微微往前倾斜，然后提起核心（腰腹背臀），用核心的力量带动你的腿，而不是用腿带动你的身体。二是要小步幅快步频，通俗一点就是“碎步”，不要大步，要小步，要重心始终跟着自己。在小步子的基础上，把步频，就是抬脚的频率提高。三是前后摆臂，即两手半握拳放在腰间，前后摆臂，像两个小船桨一样，推着自己往前。第三，跑前热身，跑后拉伸。因为是慢跑，跑前热身不用你花很多时间，将身体由上到下，把肩关节、腰、膝盖、大腿、脚腕、手腕活动活动，告诉身体你要开始运动就可以了。跑后拉伸则不可忽视，将身体由下到上好好拉伸。第四，注意增减衣服，做好保暖。一般跑步时穿的衣服，可以按照比出门时的温度高10℃ 这样穿，比如说今天早上是0℃ ，那你跑步时，按10℃ 穿就可以。但春天早上凉，所以一定记得带一件外套，等跑一两公里，身体开始发热后，再把外套脱了系在腰上就行。,跑步
63,东京马拉松3月举行：要求选手在开赛前一直戴口罩,参考消息网萨马兰奇体育频道2月25日报道 据共同社网站报道，东京马拉松主办方在东京召开临时理事会会议，决定按照之前的计划准备在3月6日举行比赛，规模为2.5万人。作为新冠防疫对策，主办方将对所有参加者实施PCR检测，呼吁在比赛开始前一直戴口罩。据悉，组织方将要求重症化风险高的65岁以上人群不要参加，对被谢绝参赛的人返还报名费，并允许其下次参赛。东京马拉松2020年3月大幅缩小规模举行了比赛，仅由顶尖选手参加。2021年的比赛从3月延期至10月，之后又推迟到今年3月。,跑步
64,2小时7分31秒！23岁小将首马就创纪录,2月27日，由第10回大阪马拉松和第77回琵琶湖马拉松合并的赛事开跑，本次赛事只设置了精英赛。本次赛事水平很高，共有14人跑进2小时10分大关。冠军选手叫星岳，他的完赛成绩为2小时07分31秒，打破了赛会纪录。这个名字你可能不太熟悉，也难怪，这是星岳的个人首马，而他的完赛成绩也打破了日本男子首马的纪录。星岳今年只有23岁，去年才刚大学毕业，大学时参加了3次箱根驿传。去年毕业后在秋天加入实业团，并开始认真训练全马，凭借大学练习半马打下的基础，半年的时间就在首马跑出2小时07分的成绩，未来似乎一片光明。这场比赛可谓刮起了一场青春风暴，获得第二的山下一贵和第三的浦野雄平也都只有24岁，前者跑出2小时07分42秒，后者跑出2小时07分52秒。值得一提的是山下一贵刷新了PB，而浦野雄平也是首次参加全马，直接跑进了2小时08分。三位年轻选手在比赛后半程领跑，甚至还有说有笑，真可谓长江后浪推前浪。老将川内优辉也参加了这场比赛，他跑出2小时08分49秒，排名第9位！,跑步
65,最新《大众跑步等级评定标准》 看看你是什么水平,2月16日，北京马拉松协会发布了《大众跑步等级评定标准》修订稿，对等级划分、等级评定、等级认证等进行了规范。众所周知，中国田径协会也有一套马拉松等级标准，有9个年龄组别，精英级、一级、二级、三级等四个评级，跑者可在田协认证的赛事中取得成绩，并在中国马拉松官网申请自己的等级评定证书。相较于田协的等级评定，北京马拉松协会的评定标准更为细化，等级划分从高到低分为健将级、一级、二级、三级、四级、五级、六级这7个标准。项目设置则包括马拉松、半马、10公里和5公里4个项目。下图为等级划分细则：北京马拉松协会的这个等级评定标准将在3月1日实施，申请条件是要在北京市马拉松协会组织开展和认可的赛事中取得有效的净成绩。那么问题来了，根据这个标准，你能达到几级呢？冬奥会上的人气女孩谷爱凌，经过媒体的广泛报道，广大跑友都已经知道，她也十分喜欢跑步，且成绩还不俗，之前她曾说能五分左右跑完半马，也就是在1小时48分左右，以她18岁的年纪，最起码是达到大众二级水平。根据丹尼尔斯的公式，破三的VDOT值（最大摄氧量）要求的值在53.6以上，对应5000米成绩是18分48秒，万米成绩要求是38分58秒，半马要求是1小时26分15秒。全马目标2小时30分，半马目标1小时12分训练项目训练配速总时长5000米比赛3分08秒15分39秒10000米比赛3分16秒32分39秒强度跑3分28秒*马拉松配速节奏跑3分34秒*适度有氧跑/长距离跑3分55秒*有氧跑2阶4分06秒*有氧跑1阶4分24秒*恢复跑4分42秒*全马目标2小时35分，半马目标1小时14分训练项目训练配速总时长5000米比赛3分15秒16分15秒10000米比赛3分23秒33分50秒强度跑3分35秒*马拉松配速节奏跑3分41秒*适度有氧跑/长距离跑4分03秒*有氧跑2阶4分13秒*有氧跑1阶4分33秒*恢复跑4分51秒*全马目标2小时40分， 半马目标1小时17分训练项目训练配速总时长5000米比赛3分21秒16分45秒10000米比赛3分29秒34分50秒强度跑3分42秒*马拉松配速节奏跑3分48秒*适度有氧跑/长距离跑4分10秒*有氧跑2阶4分21秒*有氧跑1阶4分41秒*恢复跑5分00秒*全马目标2小时45分，半马目标1小时19分训练项目训练配速总时长5000米比赛3分27秒17分15秒10000米比赛3分36秒36分00秒强度跑3分50秒*马拉松配速节奏跑3分56秒*适度有氧跑/长距离跑4分18秒*有氧跑2阶4分29秒*有氧跑1阶4分49秒*恢复跑5分09秒*全马目标2小时50分，半马目标1小时21分训练项目训练配速总时长5000米比赛3分33秒17分45秒10000米比赛3分43秒37分10秒强度跑3分56秒*马拉松配速节奏跑4分03秒*适度有氧跑/长距离跑4分25秒*有氧跑2阶4分36秒*有氧跑1阶4分57秒*恢复跑5分17秒*全马目标2小时55分，半马目标1小时24分训练项目训练配速总时长5000米比赛3分40秒18分19秒10000米比赛3分49秒38分09秒强度跑4分03秒*马拉松配速节奏跑4分10秒*适度有氧跑/长距离跑4分33秒*有氧跑2阶4分44秒*有氧跑1阶5分06秒*恢复跑5分26秒*06一级运动员成绩其实能够进2小时40分到2小时59分，这已经算是业余顶尖的高手，但是要再一步进阶，则并非只是靠努力而获得了，或许还需要那么点天赋的加持。2小时32分，这是马拉松国家专业一级运动员（男子）的标准，国家专业一级运动员（女子）为3小时10分，这些是一般业余选手无法企及的高度！全马目标2小时10分，半马目标1小时02分30秒训练项目训练配速总时长5000米比赛2分43秒13分35秒10000米比赛2分50秒28分20秒强度跑2分59秒*马拉松配速节奏跑3分05秒*适度有氧跑/长距离跑3分24秒*有氧跑2阶3分34秒*有氧跑1阶3分50秒*恢复跑4分06秒*全马目标2小时15分，半马目标1小时04分45秒训练项目训练配速总时长5000米比赛2分49秒14分04秒10000米比赛2分56秒29分20秒强度跑3分06秒*马拉松配速节奏跑3分13秒*适度有氧跑/长距离跑3分32秒*有氧跑2阶3分42秒*有氧跑1阶3分59秒*恢复跑4分15秒*全马目标2小时20分，半马目标1小时07分训练项目训练配速总时长5000米比赛2分56秒14分40秒10000米比赛3分03秒30分30秒强度跑3分13秒*马拉松配速节奏跑3分19秒*适度有氧跑/长距离跑3分40秒*有氧跑2阶3分50秒*有氧跑1阶4分07秒*恢复跑4分24秒*全马目标2小时25分，半马目标1小时09分训练项目训练配速总时长5000米比赛3分02秒15分09秒10000米比赛3分09秒31分30秒强度跑3分21秒*马拉松配速节奏跑3分27秒*适度有氧跑/长距离跑3分48秒*有氧跑2阶3分58秒*有氧跑1阶4分16秒*恢复跑4分33秒*看了以上数据，对照一下，你现在达到了哪一级？希望大家都能保持斗志，认真地训练，时刻准备着。。。。。。欢迎大家在底部留言和我们一起分享哦~（来源：跑步吧）,跑步
66,马拉松城市观察：历历二十年 厦马的征途与未来,白浪翻滚，暖风徐徐。步入初春的厦门仍在静静等待五洲宾客的到来。2月，“立春”过后，是春意涌动、希望萌生的日子。当第24届冬季奥林匹克运动会在世界首个“双奥之城”北京成功举办，体育强国建设的步伐已然大步策前。官宣4月10日鸣金开跑的2022建发厦门马拉松赛，在去年经历暂停、恢复，等待的结果是蜕变，延期的厦马升级为“世界田径精英白金标赛事”，将为跑者送上厚礼。回顾厦马，不仅是借鉴其变局中的举措，更是探究其二十年持续发展的积淀。二十年“征途”，厦马赛事品牌升级为“厦马平台”，从资源聚合到发散，正逐步释放其效能；展望未来，“厦马经验”从示范到推广，其对于中国马拉松发展的“样本”价值正愈发凸显。“教科书级别的延期恢复工作”时间回到2020年末，第十九届厦门马拉松赛原定于2021年1月3日举办。然而2020年12月31日上午，赛事按下暂停键。当时，已经有数千名跑者来到厦门，并领取了参赛物资。经历了2020年初的赛事停摆之后，马拉松赛事终于在第四季度迎来短暂重启，但随着岁末年初疫情反弹，多项赛事又被“紧急刹停”。收到赛事延期公告的中签跑友也心头一紧——连着举办18年的厦马就这么中断了？沮丧，是当时行业的共同心境。然而，沮丧的同时也有担当。厦马作为“开年首马”，有着行业风向标的意义。另一方面，厦马一旦重启，则意味厦门其他体育活动也可以陆续恢复，厦马重启对很多行业都将是振奋信号。2021年春节刚过，在厦门市委市政府的大力支持下，厦马团队迅速启动了复赛筹备工作。其成果，被国内跑友圈里不少人评价为“教科书级别”。“首先，厦马的善后处理做得无可指摘”。李科星是一名资深厦马跑者，他认为组委会的快速反应能力值得称赞。宣布延期后，厦马保留了所有选手的参赛资格，报名费一周内全额退回。为弥补跑友的缺憾，组委会几乎在发布延赛公告的同时，开启了厦马线上跑通道，完赛者能获得由厦马组委会颁发的线下同款奖牌和纪念品。在七天时间里，全国范围内超26万人报名参加了这届“线上厦马”。“其次，赛事的安全保障工作十分细致，为重启创造了条件。”李科星说。厦马在赛前会对工作人员、志愿者进行核酸检测；领物时，采取现场查验绿色健康码、14天行程卡，出示电子版核酸检测报告等防疫检验；比赛现场设置一米线标识，引导选手分散站位，并做好消杀工作。而最让他感到惊喜的，是组委会细致地预估了赛事延期带来的“变量”，做好了相关的筹备。延期至4月开赛的厦马，是历史上开赛时间最晚的一届，这带来了高温天气的挑战。因此，组委会设置了8个喷淋点位、4台雾炮车，补给点超11万粒盐丸、7.4万块海绵、6.5吨冰块等降温补给品，志愿者也进行过急救常识及防暑降温知识培训。据统计，2021年厦马完赛率达97%。“经过特殊的一年，大家都盼着尽快恢复办赛。”李科星说，“能够感受到厦马在修炼‘内功’的同时，投入了许多精力进行创新和转型升级。事实证明，等待是值得的！”输出“厦马标准”李科星不知道的是，厦马“教科书式”的善后处理及重启背后，标准化、专业化的组织模式是其根基。世界田联、亚田联的培训课程中，曾多次以厦马为案例，高度肯定了厦马的赛事组织水平及创新。例如，厦马组委会汇整编制了《厦门马拉松工作手册》，并将ISO9001质量体系引入到马拉松赛事管理，对赛事各个板块和工作事项进行了模块化梳理，明确各项任务的工作流程、操作指南、要求目标，形成了一套运转高效、各司其职、反应迅速的运作机制。在此过程中，厦门公安、医疗、交通、市政等各部门年复一年将厦马作为头等大事，也形成了专属的“马拉松手册”。赛事专业性越来越高，案头工作越来越细，无论谁接手，都能顺利衔接上。除了专业化，市场化也是厦马从办赛伊始就锚定的道路。2003年首届厦马举办前，厦门市有关领导提出目标：“不花财政一分钱”。那一年，有27家企业表达了赞助意向，最后赛事组委会共募得办赛资金1300万元。业内人士认为，厦马的市场运营展现了强大的造血和盈利能力，无疑是中国城市马拉松的样板，其中有几个关键点。首先是构建产品体系。厦马在口碑日趋成熟之后，便自我“瘦身”保留全马，并孵化“海沧半程马拉松”、“OKRUN”系列赛等多个独立IP赛事，构建更加丰富地市场化产品。其次是满足不同赞助商的市场需求。厦马策划了许多耳熟能详的配套活动，厦马摄影大赛、厦马亲子跑等，不仅提升了群众的参与性，也为赞助商带来更好的市场效益。在品牌化方面，经历20年成长的厦马已有不少标签，如“北有北马，南有厦马”、“全国最美马拉松”以及“世界田径精英白金标赛事”。但这些始终是厦马之“形”，厦门这座城市赋予赛事的内涵和底蕴，才是厦马之“神”。厦门是一个绿色、文明的花园城市，也是一个钟灵毓秀、人文厚重的文化之都，既开放包容，又古韵悠长，这些厦门的特质，正是厦马品牌化探索的聚焦之处。国际化方面自不待言，厦马自创办伊始，就肩负向世界展示厦门的重担，开展过众多国际交流活动。2005年，中国国际马拉松高峰论坛在厦门举办；2007年，国际奥委会赠送给厦门市现代奥林匹克之父顾拜旦的头像雕塑，这是国际奥委会第一次向马拉松举办城市赠送顾拜旦雕像。当年，世界路跑协会也第一次在中国举办年会；2009年，国际马拉松城市市长论坛在厦门举行；2019年，厦门马拉松成为全球首个加入联合国环境署“清洁海洋”计划的马拉松赛事。国际化还体现在与国际优秀选手的沟通联系上。因疫情原因，2021年厦马无法满足国际精英选手到中国参赛，厦马组委会积极探索与意大利田径协会的合作模式，联合举办欧洲区奥运会马拉松选拔赛暨厦门马拉松全球精英赛（意大利托斯卡纳站），为国际高水平选手搭建通往奥运会的赛事平台。这是首个中国马拉松组委会联合海外田径协会主办的奥运会马拉松选拔赛。在专业化、市场化、品牌化、国际化的加持之下，厦马平台作用已逐步显现。而这样的“厦马经验”，如今开始在全国各地复制推广。从“示范效应”到“厦马经验”，20年来厦马积累下来的无形资产，正切切实实助力中国马拉松产业发展。从“城市马拉松”到“马拉松城市”300组家庭组成“绿跑”团队，一边前行一边清理赛道上的垃圾；4000多名身穿红马甲的志愿者，倾情为赛事提供志愿服务；由藏青蓝色组成的“安全线”，始终在赛道两旁守卫参赛人员与观众的安全……在2021年厦马赛道上，一场有爱的奔跑在厦门上演。这是厦马“三色公益体系”的缩影。做公益是一条久久为功的路，和马拉松的精神有相似之处，厦马已经连续多年投入其中。厦马成立了全国第一个以马拉松为主题的公益基金会，且与联合国环境规划署、中国绿化基金会、中国人口福利基金会等慈善机构和公益基金会开展一系列公益项目。除了公益之外，厦马还有更加丰富的精神内涵。厦门人创新、拼搏、进取、永不止步。对厦门市民而言，厦马更像是厦门人在新时代不断进取的一种精神种象征。虽然厦马与北京马拉松等动辄举办超30年的赛事相比尚且年轻，却有着不断求变的创新精神：2005年，首届中国国际马拉松高峰论坛在厦门举办；2016年，厦马在国内首次以快递形式寄递参赛物资；2018年，厦马在国内马拉松赛事中率先启用“分区分枪起跑”模式提升参赛体验。历历二十年，厦马与城市的精神底色相连，另一方面，也实实在在地推动着体育产业发展。据统计，厦马20年来参赛人数已超 72 万人次，全马完赛选手超22 万人次，带来的综合经济效益累积达 44.9 亿元，品牌价值累积达 22.93 亿元。《厦门马拉松公众调查报告》显示，64.1%的市民表示“厦马提升了我参加体育锻炼的兴趣”。在尼尔森体育对2584份有效跑者调查问卷样本的分析中，24项参赛体验的满意度评分均超过8.5分，有 93.07%的受访参赛跑者表示非常愿意再次参加厦马，92.41%的受访参赛跑者表示愿意推荐亲朋好友参加厦马。厦马一方面营造浓厚的全民健身氛围，另一方面也充分发挥龙头效应，带动更多赛事在厦门落地开展。数据显示，近年来，厦门全市每年组织开展大型体育赛事30多项，小型各类群众体育赛事活动800多场次，年参与人数近100万人次，全市经常参加体育锻炼的人数比例达42%，市民体质合格达标率超过九成。体育产业发展的蓬勃势头，让厦门聚集起一批颇具实力的体育用品企业，如钢宇、康乐佳、朗美、群鑫、迈动等。厦马的总冠名赞助商也不断提升品牌价值，开拓出电竞等板块。“年轻”的厦马还在蜕变。而在其背后，一座久久为功，开拓进取，体育产业蒸蒸日上的城市也在积蓄势能。,跑步
67,这场马拉松宣布延期！接下来的赛事能挺住吗？,2月25日，备受跑友关注的2022眉山仁寿半程马拉松暨全国半程马拉松锦标赛（眉山站）官宣：鉴于近期新冠肺炎疫情形势严峻复杂，决定3月20日举办的比赛延期。延期后续事宜：关于信利2022眉山仁寿半程马拉松延期举办后续事宜的通知就在宣布延期的前一天，2月24日，2022眉山仁寿半程马拉松被世界田径正式授予“世界田径（WA ）精英标牌赛事”称号，仁寿半马成为西南地区第一场世界田径半程马拉松精英标牌赛事。赛事升级，难免让人产生新的期待。而赛事延期，又让跑友们陷入失落中。当然，因为疫情影响，仁寿半马宣布延期也是非常无奈的事情。提前20多天宣布延期，也很大程度地减少了跑友们的损失。只希望仁寿半马的延期，不要成为2022年众多马拉松延期的开端。疫情影响下的这几年，马拉松赛事、马拉松跑者真的是太难了！反复延期，马拉松跑者们的热情已经快被消磨殆尽了！现在，急需一场赛事来重新唤起，我们对马拉松赛事的激情！（来源：跑团邦）,跑步
68,太火爆了！厦马开放报名 跑友挤爆官网,今年是厦门马拉松20周年，经历了去年的延期后，厦马今年依然放在4月举办。去年4月10日那个周末，厦马马拉松、无锡马拉松、徐州马拉松相继开跑，掀起上半年跑马的高潮，这股热潮仅持续了一个多月，便在5月下旬因越野赛事故而停止。去年下半年，仅有十月的一个周末正常举办了赛事，随后又因疫情导致所有赛事取消。厦门今年的比赛日期还是4月10日，这一年的周期里，很多人都快忘记跑马的感觉了，今天上午，厦马正式开放报名，对于这样一场狂欢型的大型赛事，跑友怎能错过呢？据跑友反馈，厦马开放报名后，官网和小程序的报名通道都被挤爆，可见跑友报名的热情有多高。跑友太久没有跑马，都憋坏了！厦门马拉松备受跑者喜爱，不仅是因为它是一个旅游城市，还因为赛事的专业和体验感。厦门马拉松今年优化的成绩直通标准的XQ，标准是在“中国马拉松”网站可查询到的经中国田径协会认证为“A类”赛事（举办日期在2018年1月至报名截止之日前）的马拉松个人最好完赛成绩。在国内的马拉松赛事中，一直都缺少标准统一，以及延续性的直通政策，厦门马拉松这两年做出了表率。今年除了成绩的直通标准，厦门还设置了女子首马计划名额500人，在具有半程马拉松完赛成绩的未中签女子选手中抽取。此外，常住厦门未中签的选手，组委会将专设2000个名额从中抽取。今年厦门马拉松提升了奖金标准，冠军奖金从去年的12万提升到了15万，奖励范围也从前八增加到了前12。4月的厦马似乎不太利于好成绩的出现，即使成绩不达标，冠军也能够拿到8万元的奖金，也十分的丰厚。厦马20周年，你报名了吗？,跑步
69,七旬马拉松达人的幸福生活 生命不息运动不止,说起侯学融，在商丘跑友圈可是鼎鼎有名。自2007年5月6日第一个马拉松开始，至2021年5月23日，他一共跑了199个马拉松，其中全程以上162个，半程马拉松38个，还连续7年被北京多威跑友会授予“马拉松达人”称号。现在，他依然坚持每天早上5点起床，跑15公里后去河里游泳，然后再回家吃饭。这份生命不息、运动不止的精神令人佩服。他什么时候与运动结缘？最难忘的经历是什么？平时的生活轨迹是什么样的呢？26日，记者采访了侯学融老人和他的老伴崔兰贞。侯学融告诉记者，他生于1947年3月6日，现年75岁，性格喜动不喜静。2007年退休后，他开始了后半生的“工作”，即跑马拉松、游泳、参加社会公益活动，还加入了商丘市水上义务救援队。2007年5月6日，侯学融参加了人生中的第一个马拉松——郑开国际马拉松赛，从此一发而不可收拾，他跑步的兴趣越来越高。特别是2010年9月11日和2018年11月11日，在海拔3650米的西藏拉萨，他克服了高原反应，以63岁和71岁的高龄，用惊人的毅力完成了两次半程马拉松挑战赛。每当提起这段经历，他都激动不已，仿佛又回到了那个令人难忘的时刻。疫情期间，侯学融依然没有停下脚步，他参加了线上马拉松活动，每天都会坚持长跑，并在手机上打卡，记录自己的生活。在他的带动下，妻子崔兰贞也喜欢上了运动，每天早晚，她都去打太极拳，下午会沿着步道走上五六圈。二人有一辆三轮车，侯学融用它拉着崔兰贞，走遍了商丘的大小景点，商丘古城、火神台、人民公园等地方，都留下了二人的身影。侯学融说，人生就是一场马拉松，他跑马拉松不为名，不为利，不为出风头，只为了传播正能量。摄影：本报融媒体记者 魏文慧文字：本报融媒体记者 戚丹青,跑步
70,提速29秒！耶华洛29分14秒 破女子10公里世界纪录,当地时间2月27日，在西班牙海滨城市卡斯特利翁举行的世界田径公路赛上，1999年出生的埃塞俄比亚新星耶伦泽夫-耶华洛以29分14的成绩打破女子10公里（混合）世界纪录。该成绩比2017年肯尼亚名将杰普科斯盖创造的女子10公里（男女混合竞赛）世界纪录快了29秒。比去年10月巴林选手卡尔卡丹-格扎赫涅创造的尚未被田联官方承认的29秒38，快24秒。耶华洛是半马世锦赛铜牌得主，在这场比赛之前已经在多项赛事里展示出破世界纪录的能力。去年8月在拉恩举行的半程马拉松比赛中，她跑出1小时3分44秒，这本来是一项世界纪录，但赛后发现赛道短了54米。两个月后，她又在巴伦西亚跑出了1分3秒51的成绩。如果不是因为勒森贝特-吉迪跑在她前面创造了1分2秒52的世界纪录，这个成绩也会成为世界纪录。耶华洛原本打算在今年1月初的瓦伦西亚1万米短跑比赛中打破世界纪录，但她的新冠病毒检测结果呈阳性，因此无法参加比赛。本场比赛无风、气温为摄氏12度，在荷兰长跑运动员理查德-杜马的带动下，耶华洛以飞快的速度起跑。开始的一公里跑了2分51秒，接着是2分52秒和2分53秒，她在8分36秒跑完3公里。她以惊人的14分28秒跑完了半程，用时还不到29分钟，这是历史上5公里跑得最快的记录之一。下半场埃塞人的节奏有所放缓，她最后一公里用时2分52秒，最终跑出29分14秒的成绩完成比赛。肯尼亚选手切恩格诺以30分14秒的成绩获得第二名，上个月她在休斯顿半程马拉松比赛中以1小时05分03的成绩获得冠军，而2013年世界5000米银牌得主梅西-切罗诺以30分48秒的成绩获得季军。在10000米项目上，只有两名女子选手超过了耶华洛的成绩：她的同胞莱特森贝特-吉迪（29：01：03）和荷兰的斯凡-哈桑（29：06.82）。耶华洛说：“一月份不能参加瓦伦西亚的比赛对我来说很难，但我恢复了训练，并以非常乐观的态度面对今天的比赛。我可能会在接下来的几个月里参加半程马拉松比赛。我不会把重点放在田径赛季上，因为我可能不会去挑战埃塞俄比亚的世界锦标赛10000米代表队的一个位置。相反，我计划在今年晚些时候参加马拉松比赛，以及11月在扬州举行的世界半程马拉松锦标赛。”本场比赛男子比赛中，肯尼亚选手罗纳德-库梅以27分16秒的成绩夺冠，萨姆维尔以27分18秒获得亚军，埃塞俄比亚的19岁小将塔德塞-塔克拉以27分20秒获得第三名。（来源：二言三拍）,跑步
